,Id_recorrido,nombre_estacion_origen,hora_origen
7130,17638423BAEcobici,029 - Parque Centenario,13
7131,17658928BAEcobici,345 - Plaza Mafalda,21
7132,17438046BAEcobici,032 - Catedral,8
7133,17606074BAEcobici,178 - José Marmol,7
7134,17662879BAEcobici,159 - Fitz Roy & Gorriti,8
7135,17651822BAEcobici,061 - Ministerio de Economia,13
7136,17683344BAEcobici,156 - Plaza Alemania,19
7137,17524053BAEcobici,247 - PLAZA LUCIO DEMARE,11
7138,17448370BAEcobici,227 -Club Ciudad de Buenos Aires,22
7139,17403562BAEcobici,186 - MANZANA 66,8
7140,17395437BAEcobici,027 - Montevideo,15
7141,17547235BAEcobici,086 - SAAVEDRA,9
7142,17466340BAEcobici,345 - Plaza Mafalda,12
7143,17569953BAEcobici,085 - AGUERO,12
7144,17476601BAEcobici,015 - AMENABAR,7
7145,17449819BAEcobici,301 - Arregui Y Terrada,6
7146,17662124BAEcobici,144 - PUEYRREDÓN,7
7147,17598438BAEcobici,130 - RETIRO II,15
7148,17446091BAEcobici,186 - MANZANA 66,19
7149,17482657BAEcobici,125 - F.J.Santamaria de Oro,17
7150,17614685BAEcobici,167 - Hipólito Yrigoyen,18
7151,17412885BAEcobici,164 - FACULTAD DE INGENIERIA,0
7152,17545067BAEcobici,147 - Constitución,6
7153,17583675BAEcobici,003 - ADUANA,13
7154,17442093BAEcobici,026 - JUANA MANSO I,15
7155,17582427BAEcobici,001 - FACULTAD DE DERECHO,11
7156,17622218BAEcobici,023 - Suipacha,20
7157,17670986BAEcobici,391 - Plaza República de Ecuador,19
7158,17627344BAEcobici,007 - OBELISCO,22
7159,17444817BAEcobici,272 - Plaza Bruno Giordano,18
7160,17490411BAEcobici,335 - General Urquiza,21
7161,17555269BAEcobici,316 - Buenos Aires,21
7162,17562883BAEcobici,156 - Plaza Alemania,9
7163,17565599BAEcobici,390 - De Los Ombues,20
7164,17390495BAEcobici,128 - PARQUE DEL BAJO,7
7165,17511606BAEcobici,024 - ALSINA,11
7166,17524476BAEcobici,242 - Plazoleta Rafael del Riego,12
7167,17433156BAEcobici,197 - PLAZA CIUDAD DE UDINE,19
7168,17444720BAEcobici,017 - Plaza Almagro,18
7169,17645651BAEcobici,273 - Plazoleta Colombia,21
7170,17425684BAEcobici,152 - JULIETA LANTERI,9
7171,17537713BAEcobici,017 - Plaza Almagro,15
7172,17461613BAEcobici,029 - Parque Centenario,0
7173,17495246BAEcobici,257 - Plaza Francisco Ramirez,23
7174,17425570BAEcobici,114 - DELLA PAOLERA,9
7175,17550187BAEcobici,130 - RETIRO II,14
7176,17625347BAEcobici,273 - Plazoleta Colombia,16
7177,17561733BAEcobici,266 - PLAZA SABATTINI,1
7178,17409234BAEcobici,083 - Paraná,17
7179,17504637BAEcobici,161 - Humahuaca,19
7180,17534027BAEcobici,191 - Rivadavia y 9 de Julio,9
7181,17440190BAEcobici,205 - SAN MARTIN,12
7182,17401911BAEcobici,161 - Humahuaca,4
7183,17619357BAEcobici,124 - UGARTECHE,12
7184,17644003BAEcobici,205 - SAN MARTIN,19
7185,17466432BAEcobici,050 - Hospital Rivadavia,12
7186,17592305BAEcobici,013 - ONCE,6
7187,17567829BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,8
7188,17482705BAEcobici,131- HOSPITAL DE CLÍNICAS,17
7189,17638838BAEcobici,130 - RETIRO II,14
7190,17510607BAEcobici,255 - BARRANCAS DE BELGRANO,9
7191,17565292BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,19
7192,17501117BAEcobici,171 - Pasteur,15
7193,17675286BAEcobici,082 - HOSPITAL ITALIANO,9
7194,17474083BAEcobici,187 - Jose Maria Moreno,22
7195,17579198BAEcobici,147 - Constitución,6
7196,17540745BAEcobici,333 - PARQUE DE LA ESTACIÓN,19
7197,17488617BAEcobici,051 - TUCUMAN,13
7198,17423974BAEcobici,032 - Catedral,6
7199,17486857BAEcobici,050 - Hospital Rivadavia,2
7200,17414407BAEcobici,391 - Plaza República de Ecuador,10
7201,17516986BAEcobici,395 - Agronomia II,19
7202,17694877BAEcobici,125 - F.J.Santamaria de Oro,18
7203,17639718BAEcobici,089 - Cabello,15
7204,17600754BAEcobici,075 - Plaza Primero de Mayo,18
7205,17403313BAEcobici,151 - AIME PAINÉ,8
7206,17383026BAEcobici,111 - MACACHA GUEMES,16
7207,17625617BAEcobici,316 - Buenos Aires,16
7208,17518172BAEcobici,036 - MAIPÚ,20
7209,17457217BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,17
7210,17600465BAEcobici,140 - Las Casas,17
7211,17667015BAEcobici,334 - CENTRO DE EXPOSICIONES,14
7212,17497690BAEcobici,252 - Tamborini,8
7213,17501640BAEcobici,256 - PLAZA NORUEGA,15
7214,17524966BAEcobici,029 - Parque Centenario,13
7215,17667479BAEcobici,365 - Venancio Flores,15
7216,17482603BAEcobici,014 - Pacifico,17
7217,17567451BAEcobici,061 - Ministerio de Economia,7
7218,17671549BAEcobici,203 - Beiro,20
7219,17402593BAEcobici,276 - PRIMERA JUNTA,7
7220,17608776BAEcobici,118 - MEXICO,11
7221,17623836BAEcobici,255 - BARRANCAS DE BELGRANO,11
7222,17434367BAEcobici,373 - Jorgelina De Simone,21
7223,17406867BAEcobici,347 - CARABOBO,14
7224,17498540BAEcobici,128 - PARQUE DEL BAJO,9
7225,17387276BAEcobici,334 - CENTRO DE EXPOSICIONES,20
7226,17635181BAEcobici,152 - JULIETA LANTERI,8
7227,17470264BAEcobici,249 - Balbín,17
7228,17376401BAEcobici,117 - HUMBERTO 1°,1
7229,17496305BAEcobici,184 - Pedro Echague,6
7230,17509770BAEcobici,227 -Club Ciudad de Buenos Aires,8
7231,17465736BAEcobici,083 - Paraná,11
7232,17548274BAEcobici,305 - Plaza Martin Rodriguez,11
7233,17580029BAEcobici,121 - YATAY,7
7234,17495412BAEcobici,171 - Pasteur,0
7235,17503397BAEcobici,002 - Retiro I,17
7236,17460907BAEcobici,396 - PLAZA ALBERTI,22
7237,17429214BAEcobici,073 - Ruy Díaz de Guzmán,15
7238,17387244BAEcobici,075 - Plaza Primero de Mayo,20
7239,17660940BAEcobici,085 - AGUERO,3
7240,17582035BAEcobici,066 - Billinghurst,10
7241,17578474BAEcobici,003 - ADUANA,0
7242,17411499BAEcobici,010 - Madero UCA,20
7243,17660979BAEcobici,245 - COSTANERA NORTE,3
7244,17397108BAEcobici,257 - Plaza Francisco Ramirez,17
7245,17497673BAEcobici,242 - Plazoleta Rafael del Riego,8
7246,17381602BAEcobici,038 - Plaza Libertad,13
7247,17583694BAEcobici,281 - Villa Urquiza,13
7248,17452768BAEcobici,159 - Fitz Roy & Gorriti,11
7249,17475919BAEcobici,151 - AIME PAINÉ,6
7250,17694534BAEcobici,256 - PLAZA NORUEGA,18
7251,17385584BAEcobici,325 - MEDRANO,18
7252,17555788BAEcobici,012 - Plaza Vicente Lopez,23
7253,17395011BAEcobici,345 - Plaza Mafalda,15
7254,17607752BAEcobici,160 - Godoy Cruz y Libertador,9
7255,17430157BAEcobici,008 - Congreso,16
7256,17655816BAEcobici,159 - Fitz Roy & Gorriti,17
7257,17625326BAEcobici,350 - Plaza Irlanda,16
7258,17454931BAEcobici,130 - RETIRO II,15
7259,17458068BAEcobici,046 - Chile,18
7260,17640267BAEcobici,352 - San Jose de Flores,16
7261,17572507BAEcobici,128 - PARQUE DEL BAJO,16
7262,17640826BAEcobici,346 - Plaza Zapiola,16
7263,17449294BAEcobici,193 - ARENALES Y AGUERO,1
7264,17627664BAEcobici,099 - Malabia,0
7265,17680930BAEcobici,345 - Plaza Mafalda,17
7266,17574587BAEcobici,097 - Avelino Diaz,18
7267,17383317BAEcobici,187 - Jose Maria Moreno,16
7268,17380733BAEcobici,079 - AZUCENA VILLAFLOR,12
7269,17525129BAEcobici,037- Claudia Pía Braudracco,14
7270,17453238BAEcobici,160 - Godoy Cruz y Libertador,12
7271,17536243BAEcobici,188 - Aranguren,13
7272,17674813BAEcobici,029 - Parque Centenario,8
7273,17428027BAEcobici,116 - HOSPITAL ALEMÁN,13
7274,17635762BAEcobici,054 - Acuña de Figueroa,9
7275,17425557BAEcobici,032 - Catedral,9
7276,17382867BAEcobici,116 - HOSPITAL ALEMÁN,15
7277,17621409BAEcobici,057 - BELGRANO,18
7278,17528214BAEcobici,130 - RETIRO II,18
7279,17483366BAEcobici,075 - Plaza Primero de Mayo,18
7280,17501822BAEcobici,109 - ESTACION PUEYRREDON,16
7281,17483432BAEcobici,103 - MALBA,18
7282,17679620BAEcobici,006 - Parque Lezama,16
7283,17611123BAEcobici,075 - Plaza Primero de Mayo,15
7284,17676488BAEcobici,222 - SIMON BOLIVAR,11
7285,17536892BAEcobici,269 - Plaza De La Misericordia,14
7286,17446648BAEcobici,025 - Plaza Guemes,20
7287,17531118BAEcobici,069 - Ecuador,23
7288,17481515BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,16
7289,17513716BAEcobici,142 - ARMENIA,14
7290,17617419BAEcobici,267 - Plaza 25 De Agosto,0
7291,17569413BAEcobici,156 - Plaza Alemania,11
7292,17690723BAEcobici,033 - Facultad de Medicina,13
7293,17511863BAEcobici,131- HOSPITAL DE CLÍNICAS,11
7294,17377020BAEcobici,213 - Hospital Alvear,5
7295,17687478BAEcobici,105 - PARQUE SAAVEDRA,8
7296,17484432BAEcobici,229 - RIGLOS,19
7297,17536325BAEcobici,051 - TUCUMAN,13
7298,17638023BAEcobici,024 - ALSINA,13
7299,17460461BAEcobici,149 - LIMA,21
7300,17381152BAEcobici,237 - Madero Office,12
7301,17411728BAEcobici,101 - Fitz Roy,21
7302,17640109BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,16
7303,17689927BAEcobici,289 - MONTAÑESES,12
7304,17562369BAEcobici,125 - F.J.Santamaria de Oro,6
7305,17650400BAEcobici,276 - PRIMERA JUNTA,11
7306,17612177BAEcobici,112 - 9 de Julio,16
7307,17552674BAEcobici,060 - 25 De Mayo,18
7308,17560728BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,20
7309,17567260BAEcobici,184 - Pedro Echague,7
7310,17506535BAEcobici,061 - Ministerio de Economia,21
7311,17424315BAEcobici,302 - ESTACION VILLA LURO,7
7312,17536519BAEcobici,159 - Fitz Roy & Gorriti,13
7313,17671595BAEcobici,292 - PLAZA BOLIVIA,21
7314,17567889BAEcobici,112 - 9 de Julio,8
7315,17543992BAEcobici,091 - Pasco,0
7316,17540525BAEcobici,168 - Estados Unidos,18
7317,17464985BAEcobici,144 - PUEYRREDÓN,9
7318,17408826BAEcobici,025 - Plaza Guemes,17
7319,17518704BAEcobici,138 - Hospital Britanico,21
7320,17454761BAEcobici,006 - Parque Lezama,14
7321,17459135BAEcobici,186 - MANZANA 66,19
7322,17461519BAEcobici,161 - Humahuaca,0
7323,17449879BAEcobici,168 - Estados Unidos,6
7324,17392180BAEcobici,016 - Legislatura,9
7325,17640027BAEcobici,156 - Plaza Alemania,16
7326,17631273BAEcobici,093 - CARLOS CALVO,18
7327,17659684BAEcobici,156 - Plaza Alemania,22
7328,17390031BAEcobici,258 - Plaza J.J. Paso,6
7329,17515078BAEcobici,029 - Parque Centenario,17
7330,17465573BAEcobici,118 - MEXICO,11
7331,17461661BAEcobici,174 - MINISTERIO DE EDUCACION,0
7332,17502802BAEcobici,087 - Guayaquil,17
7333,17605412BAEcobici,036 - MAIPÚ,6
7334,17598005BAEcobici,030 - Peña,15
7335,17438328BAEcobici,003 - ADUANA,8
7336,17431710BAEcobici,114 - DELLA PAOLERA,18
7337,17608395BAEcobici,156 - Plaza Alemania,11
7338,17399028BAEcobici,280 - JURAMENTO,20
7339,17555244BAEcobici,164 - FACULTAD DE INGENIERIA,21
7340,17568403BAEcobici,114 - DELLA PAOLERA,9
7341,17511736BAEcobici,079 - AZUCENA VILLAFLOR,11
7342,17414974BAEcobici,045 - Uruguay,13
7343,17680420BAEcobici,171 - Pasteur,16
7344,17515519BAEcobici,234 - AVENIDA TRIUNVIRATO,17
7345,17469328BAEcobici,274 - Gavilán,17
7346,17461841BAEcobici,063 - Reconquista,1
7347,17611534BAEcobici,107 - HOSPITAL GARRAHAN,15
7348,17640970BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,17
7349,17541941BAEcobici,287 - Belaustegui,20
7350,17575590BAEcobici,025 - Plaza Guemes,19
7351,17394201BAEcobici,352 - San Jose de Flores,13
7352,17470315BAEcobici,003 - ADUANA,17
7353,17435336BAEcobici,279 - PLAZA MONTE CASTRO,23
7354,17427801BAEcobici,257 - Plaza Francisco Ramirez,13
7355,17449229BAEcobici,089 - Cabello,1
7356,17463295BAEcobici,168 - Estados Unidos,7
7357,17687928BAEcobici,066 - Billinghurst,8
7358,17464556BAEcobici,219 - Parque Chacabuco II,9
7359,17541982BAEcobici,109 - ESTACION PUEYRREDON,20
7360,17472367BAEcobici,158 - VILLARROEL,19
7361,17473884BAEcobici,177 -PLANETARIO,22
7362,17513042BAEcobici,254 - Plaza Rafael Hernandez,13
7363,17399624BAEcobici,399 - GARCIA DEL RIO,21
7364,17697535BAEcobici,069 - Ecuador,23
7365,17599236BAEcobici,160 - Godoy Cruz y Libertador,16
7366,17381970BAEcobici,182 - RAVIGNANI Y GUATEMALA,14
7367,17661862BAEcobici,073 - Ruy Díaz de Guzmán,7
7368,17545556BAEcobici,067 - PARQUE SARMIENTO I,7
7369,17542183BAEcobici,050 - Hospital Rivadavia,20
7370,17642576BAEcobici,144 - PUEYRREDÓN,18
7371,17662562BAEcobici,168 - Estados Unidos,8
7372,17651198BAEcobici,144 - PUEYRREDÓN,12
7373,17480289BAEcobici,050 - Hospital Rivadavia,14
7374,17634554BAEcobici,091 - Pasco,7
7375,17384333BAEcobici,396 - PLAZA ALBERTI,17
7376,17465799BAEcobici,395 - Agronomia II,11
7377,17444995BAEcobici,200 - AUSTRIA Y FRENCH,18
7378,17393080BAEcobici,164 - FACULTAD DE INGENIERIA,11
7379,17683427BAEcobici,005 - Plaza Italia,19
7380,17413052BAEcobici,359 - PLAZA BALCARCE,1
7381,17442054BAEcobici,023 - Suipacha,14
7382,17683157BAEcobici,101 - Fitz Roy,19
7383,17445953BAEcobici,279 - PLAZA MONTE CASTRO,19
7384,17472344BAEcobici,079 - AZUCENA VILLAFLOR,19
7385,17491213BAEcobici,014 - Pacifico,1
7386,17424586BAEcobici,085 - AGUERO,7
7387,17656053BAEcobici,331 - CALIFORNIA,18
7388,17558213BAEcobici,183 - VIRREY CEVALLOS,12
7389,17670308BAEcobici,014 - Pacifico,18
7390,17538578BAEcobici,089 - Cabello,17
7391,17440207BAEcobici,054 - Acuña de Figueroa,12
7392,17415048BAEcobici,152 - JULIETA LANTERI,13
7393,17630839BAEcobici,005 - Plaza Italia,16
7394,17473804BAEcobici,327 - PLAZA RICCHERI,22
7395,17525051BAEcobici,168 - Estados Unidos,13
7396,17569683BAEcobici,234 - AVENIDA TRIUNVIRATO,11
7397,17566488BAEcobici,030 - Peña,1
7398,17569136BAEcobici,147 - Constitución,10
7399,17417734BAEcobici,079 - AZUCENA VILLAFLOR,1
7400,17421423BAEcobici,189 - POSADAS,18
7401,17686711BAEcobici,003 - ADUANA,7
7402,17691890BAEcobici,054 - Acuña de Figueroa,15
7403,17692135BAEcobici,099 - Malabia,15
7404,17436020BAEcobici,076 - Ayacucho,2
7405,17580225BAEcobici,006 - Parque Lezama,8
7406,17511064BAEcobici,002 - Retiro I,10
7407,17456704BAEcobici,147 - Constitución,17
7408,17572807BAEcobici,186 - MANZANA 66,16
7409,17585976BAEcobici,250 - Fleni,16
7410,17386641BAEcobici,099 - Malabia,19
7411,17537867BAEcobici,083 - Paraná,16
7412,17447407BAEcobici,004 - Plaza Roma,21
7413,17684964BAEcobici,255 - BARRANCAS DE BELGRANO,22
7414,17678420BAEcobici,008 - Congreso,14
7415,17539102BAEcobici,022 - Arenales,17
7416,17389824BAEcobici,147 - Constitución,5
7417,17498220BAEcobici,303 - Huaura,9
7418,17379286BAEcobici,002 - Retiro I,9
7419,17677967BAEcobici,376 - PASEO DE LA COSTANERA,13
7420,17692601BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,16
7421,17496488BAEcobici,249 - Balbín,6
7422,17499825BAEcobici,237 - Madero Office,12
7423,17407752BAEcobici,012 - Plaza Vicente Lopez,16
7424,17584660BAEcobici,060 - 25 De Mayo,14
7425,17378111BAEcobici,035 - INGENIERO BUTTY,8
7426,17392522BAEcobici,147 - Constitución,10
7427,17454414BAEcobici,061 - Ministerio de Economia,14
7428,17551635BAEcobici,099 - Malabia,16
7429,17684179BAEcobici,149 - LIMA,21
7430,17604202BAEcobici,156 - Plaza Alemania,22
7431,17565493BAEcobici,160 - Godoy Cruz y Libertador,19
7432,17502988BAEcobici,128 - PARQUE DEL BAJO,17
7433,17697234BAEcobici,036 - MAIPÚ,21
7434,17447896BAEcobici,010 - Madero UCA,21
7435,17687917BAEcobici,061 - Ministerio de Economia,8
7436,17422033BAEcobici,325 - MEDRANO,20
7437,17450465BAEcobici,075 - Plaza Primero de Mayo,7
7438,17549708BAEcobici,100 - Plaza Gurruchaga,13
7439,17680910BAEcobici,163 - ONCE II,17
7440,17529173BAEcobici,044 - Ecoparque,19
7441,17665445BAEcobici,137 - AZOPARDO Y CHILE,12
7442,17442379BAEcobici,233 - MONROE,15
7443,17489184BAEcobici,071 - CERRITO,16
7444,17575569BAEcobici,083 - Paraná,19
7445,17593309BAEcobici,128 - PARQUE DEL BAJO,8
7446,17681405BAEcobici,255 - BARRANCAS DE BELGRANO,17
7447,17664998BAEcobici,188 - Aranguren,11
7448,17385594BAEcobici,248 - Husares,18
7449,17643835BAEcobici,373 - Jorgelina De Simone,19
7450,17410447BAEcobici,129 - Velasco,19
7451,17640058BAEcobici,114 - DELLA PAOLERA,16
7452,17583709BAEcobici,093 - CARLOS CALVO,13
7453,17670057BAEcobici,014 - Pacifico,18
7454,17613096BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,17
7455,17379243BAEcobici,089 - Cabello,9
7456,17666007BAEcobici,396 - PLAZA ALBERTI,13
7457,17408422BAEcobici,056 - Plaza Palermo Viejo,16
7458,17694819BAEcobici,056 - Plaza Palermo Viejo,18
7459,17692596BAEcobici,045 - Uruguay,16
7460,17437839BAEcobici,016 - Legislatura,8
7461,17442533BAEcobici,031 - Padilla,15
7462,17610118BAEcobici,082 - HOSPITAL ITALIANO,13
7463,17669856BAEcobici,003 - ADUANA,18
7464,17563863BAEcobici,328 - SARMIENTO II,14
7465,17479863BAEcobici,018 - Independencia,13
7466,17564286BAEcobici,001 - FACULTAD DE DERECHO,16
7467,17555037BAEcobici,107 - HOSPITAL GARRAHAN,21
7468,17680361BAEcobici,079 - AZUCENA VILLAFLOR,16
7469,17485717BAEcobici,164 - FACULTAD DE INGENIERIA,22
7470,17377560BAEcobici,071 - CERRITO,7
7471,17603217BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,20
7472,17561354BAEcobici,030 - Peña,23
7473,17479957BAEcobici,158 - VILLARROEL,13
7474,17677548BAEcobici,103 - MALBA,13
7475,17391892BAEcobici,094 - GÚZMAN,9
7476,17653574BAEcobici,015 - AMENABAR,15
7477,17452218BAEcobici,147 - Constitución,10
7478,17697481BAEcobici,276 - PRIMERA JUNTA,22
7479,17487673BAEcobici,008 - Congreso,8
7480,17603240BAEcobici,215 - HOSPITAL ALVAREZ,20
7481,17499338BAEcobici,050 - Hospital Rivadavia,11
7482,17539273BAEcobici,026 - JUANA MANSO I,17
7483,17571230BAEcobici,084 - TEATRO PICADERO,14
7484,17471028BAEcobici,155 - Parque José Evaristo Uriburu,18
7485,17422693BAEcobici,027 - Montevideo,23
7486,17694481BAEcobici,152 - JULIETA LANTERI,17
7487,17499345BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,11
7488,17512375BAEcobici,021 - Parque Patricios,12
7489,17463105BAEcobici,164 - FACULTAD DE INGENIERIA,7
7490,17580569BAEcobici,130 - RETIRO II,8
7491,17467951BAEcobici,137 - AZOPARDO Y CHILE,15
7492,17621987BAEcobici,130 - RETIRO II,19
7493,17648181BAEcobici,181 - BILLINGHURST Y MANSILLA,7
7494,17692709BAEcobici,128 - PARQUE DEL BAJO,16
7495,17696351BAEcobici,169 - FACULTAD DE PSICOLOGIA,20
7496,17633602BAEcobici,113 - Guatemala,4
7497,17665034BAEcobici,054 - Acuña de Figueroa,12
7498,17386501BAEcobici,330 - Parque Avellaneda,19
7499,17455068BAEcobici,113 - Guatemala,15
7500,17391367BAEcobici,190 - JUNCAL,8
7501,17437800BAEcobici,137 - AZOPARDO Y CHILE,8
7502,17437065BAEcobici,352 - San Jose de Flores,7
7503,17450785BAEcobici,387 - Luna,7
7504,17437352BAEcobici,026 - JUANA MANSO I,7
7505,17480978BAEcobici,023 - Suipacha,15
7506,17458652BAEcobici,147 - Constitución,19
7507,17401909BAEcobici,147 - Constitución,4
7508,17636990BAEcobici,230 - PASEO DE LA COSTANERA II,11
7509,17422536BAEcobici,305 - Plaza Martin Rodriguez,22
7510,17516472BAEcobici,032 - Catedral,18
7511,17533378BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,8
7512,17439880BAEcobici,276 - PRIMERA JUNTA,11
7513,17634065BAEcobici,150 - RODRIGO BUENO,7
7514,17572414BAEcobici,205 - SAN MARTIN,16
7515,17516181BAEcobici,152 - JULIETA LANTERI,18
7516,17527703BAEcobici,073 - Ruy Díaz de Guzmán,17
7517,17491579BAEcobici,222 - SIMON BOLIVAR,3
7518,17648335BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,8
7519,17530215BAEcobici,302 - ESTACION VILLA LURO,21
7520,17518224BAEcobici,065 - Julián Álvarez,20
7521,17576176BAEcobici,201 - PLAZA EJERCITO DE LOS ANDES,19
7522,17658106BAEcobici,146 - Hospital Francés,19
7523,17534119BAEcobici,083 - Paraná,9
7524,17657753BAEcobici,159 - Fitz Roy & Gorriti,19
7525,17605748BAEcobici,366 - VILLA OLÍMPICA,7
7526,17409051BAEcobici,008 - Congreso,17
7527,17624240BAEcobici,024 - ALSINA,12
7528,17537079BAEcobici,067 - PARQUE SARMIENTO I,14
7529,17686769BAEcobici,002 - Retiro I,7
7530,17503799BAEcobici,292 - PLAZA BOLIVIA,18
7531,17670144BAEcobici,087 - Guayaquil,18
7532,17446167BAEcobici,204 - Biarritz,19
7533,17676866BAEcobici,188 - Aranguren,12
7534,17550554BAEcobici,220 - PLAZA FELIX LIMA,15
7535,17409173BAEcobici,186 - MANZANA 66,17
7536,17690402BAEcobici,089 - Cabello,13
7537,17421153BAEcobici,251 - Solar de la Abadía,18
7538,17678322BAEcobici,082 - HOSPITAL ITALIANO,14
7539,17633888BAEcobici,270 - PLAZA DEL ANGEL GRIS,6
7540,17397992BAEcobici,138 - Hospital Britanico,18
7541,17665779BAEcobici,237 - Madero Office,13
7542,17595595BAEcobici,069 - Ecuador,11
7543,17640622BAEcobici,257 - Plaza Francisco Ramirez,16
7544,17668738BAEcobici,079 - AZUCENA VILLAFLOR,17
7545,17636650BAEcobici,061 - Ministerio de Economia,10
7546,17588149BAEcobici,168 - Estados Unidos,18
7547,17491538BAEcobici,350 - Plaza Irlanda,3
7548,17585283BAEcobici,023 - Suipacha,15
7549,17617379BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,0
7550,17694628BAEcobici,026 - JUANA MANSO I,18
7551,17389069BAEcobici,033 - Facultad de Medicina,0
7552,17528959BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,19
7553,17642361BAEcobici,215 - HOSPITAL ALVAREZ,18
7554,17450870BAEcobici,116 - HOSPITAL ALEMÁN,8
7555,17693598BAEcobici,079 - AZUCENA VILLAFLOR,17
7556,17545921BAEcobici,123 - BASUALDO Y RODO,7
7557,17587885BAEcobici,008 - Congreso,18
7558,17684055BAEcobici,160 - Godoy Cruz y Libertador,20
7559,17485657BAEcobici,281 - Villa Urquiza,22
7560,17399659BAEcobici,219 - Parque Chacabuco II,21
7561,17459566BAEcobici,239 - AVENIDA CRAMER,20
7562,17405237BAEcobici,023 - Suipacha,11
7563,17505756BAEcobici,010 - Madero UCA,20
7564,17612877BAEcobici,089 - Cabello,17
7565,17430719BAEcobici,325 - MEDRANO,17
7566,17466235BAEcobici,041 - PARQUE PATRICIOS II,12
7567,17663152BAEcobici,135 - MARCELO T. DE ALVEAR,8
7568,17500352BAEcobici,183 - VIRREY CEVALLOS,13
7569,17575745BAEcobici,073 - Ruy Díaz de Guzmán,19
7570,17458177BAEcobici,292 - PLAZA BOLIVIA,18
7571,17574635BAEcobici,111 - MACACHA GUEMES,18
7572,17504899BAEcobici,001 - FACULTAD DE DERECHO,19
7573,17606739BAEcobici,093 - CARLOS CALVO,8
7574,17678810BAEcobici,065 - Julián Álvarez,14
7575,17531689BAEcobici,160 - Godoy Cruz y Libertador,1
7576,17529685BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,20
7577,17381846BAEcobici,174 - MINISTERIO DE EDUCACION,13
7578,17574522BAEcobici,137 - AZOPARDO Y CHILE,18
7579,17484622BAEcobici,104 - Federico Lacroze,20
7580,17617275BAEcobici,255 - BARRANCAS DE BELGRANO,0
7581,17533321BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,8
7582,17683961BAEcobici,050 - Hospital Rivadavia,20
7583,17555727BAEcobici,063 - Reconquista,23
7584,17643107BAEcobici,102 - ROSETI,18
7585,17576046BAEcobici,379 - PARQUE SARMIENTO II,19
7586,17459105BAEcobici,094 - GÚZMAN,19
7587,17473714BAEcobici,187 - Jose Maria Moreno,21
7588,17451204BAEcobici,016 - Legislatura,8
7589,17559483BAEcobici,008 - Congreso,16
7590,17684521BAEcobici,281 - Villa Urquiza,21
7591,17378873BAEcobici,396 - PLAZA ALBERTI,8
7592,17688087BAEcobici,075 - Plaza Primero de Mayo,9
7593,17499786BAEcobici,074 - INSTITUTO LELOIR,12
7594,17651873BAEcobici,114 - DELLA PAOLERA,13
7595,17619499BAEcobici,223 - GAINZA,13
7596,17653598BAEcobici,333 - PARQUE DE LA ESTACIÓN,15
7597,17667291BAEcobici,112 - 9 de Julio,15
7598,17569538BAEcobici,205 - SAN MARTIN,11
7599,17601934BAEcobici,146 - Hospital Francés,19
7600,17505678BAEcobici,396 - PLAZA ALBERTI,20
7601,17522172BAEcobici,121 - YATAY,8
7602,17428820BAEcobici,388 - Plaza Jose C Paz,15
7603,17547305BAEcobici,131- HOSPITAL DE CLÍNICAS,9
7604,17442998BAEcobici,057 - BELGRANO,16
7605,17409342BAEcobici,255 - BARRANCAS DE BELGRANO,18
7606,17460312BAEcobici,172 - BRASIL,21
7607,17665204BAEcobici,233 - MONROE,12
7608,17673975BAEcobici,091 - Pasco,7
7609,17680876BAEcobici,025 - Plaza Guemes,17
7610,17406003BAEcobici,250 - Fleni,12
7611,17638917BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,14
7612,17382859BAEcobici,227 -Club Ciudad de Buenos Aires,15
7613,17432903BAEcobici,227 -Club Ciudad de Buenos Aires,19
7614,17689815BAEcobici,137 - AZOPARDO Y CHILE,12
7615,17606250BAEcobici,063 - Reconquista,7
7616,17575021BAEcobici,383 - BOEDO Y VENEZUELA,18
7617,17577675BAEcobici,279 - PLAZA MONTE CASTRO,22
7618,17547595BAEcobici,086 - SAAVEDRA,9
7619,17473698BAEcobici,075 - Plaza Primero de Mayo,21
7620,17416807BAEcobici,031 - Padilla,20
7621,17688640BAEcobici,233 - MONROE,10
7622,17507681BAEcobici,111 - MACACHA GUEMES,0
7623,17381843BAEcobici,244 - UADE,13
7624,17658464BAEcobici,352 - San Jose de Flores,20
